Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
88249,753,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.95,0.00,-4.33,2.35,5.50
88312,753,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.62,0.95,0.00,-4.33,2.35,5.49
88390,753,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.33,2.35,5.50
88468,758,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.72,0.95,0.00,-4.33,2.35,5.49
88562,761,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.95,0.00,-4.31,2.35,5.51
88640,768,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.95,0.00,-4.31,2.35,5.51
88717,768,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.95,0.00,-4.31,2.35,5.52
88796,768,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.95,0.00,-4.31,2.35,5.53
88874,772,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.65,0.97,0.00,-4.31,2.35,5.56
88952,777,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.98,0.00,-4.31,2.35,5.58
89030,784,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.99,0.00,-4.31,2.35,5.58
89108,782,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.31,2.35,5.58
89186,782,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.66,0.99,0.00,-4.31,2.35,5.61
89280,775,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.31,2.35,5.61
89358,774,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.31,2.35,5.61
89436,768,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.62,0.99,0.00,-4.31,2.35,5.61
89515,767,0.28,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.99,0.00,-4.31,2.35,5.58
89593,762,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.31,2.35,5.58
89671,762,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.31,2.35,5.57
89750,761,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.31,2.35,5.56
89827,756,0.30,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.31,2.35,5.54
89905,750,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.31,2.35,5.54
89983,745,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.55,0.99,0.00,-4.31,2.35,5.51
90061,731,0.29,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.55,0.99,0.00,-4.31,2.35,5.50
90139,724,0.30,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.99,0.00,-4.31,2.35,5.43
90218,713,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.72,0.99,0.00,-4.31,2.75,5.42
90312,710,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.99,0.00,-4.31,2.75,5.37
90390,708,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.31,2.75,5.37
90468,701,0.34,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.67,0.99,0.00,-4.31,2.75,5.32
90545,699,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.64,0.99,0.00,-4.31,2.75,5.27
90624,694,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.64,0.99,0.00,-4.31,2.75,5.25
90718,696,0.32,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.69,0.99,0.00,-4.31,2.75,5.23
90780,700,0.32,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.74,0.99,0.00,-4.31,2.75,5.20
90858,702,0.33,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.31,2.75,5.13
90936,704,0.33,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.31,2.75,5.08
91015,716,0.32,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.31,2.75,5.08
91093,721,0.32,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.87,0.99,0.00,-4.31,2.75,5.07
91171,731,0.32,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.95,0.99,0.00,-4.31,2.75,5.06
91232,743,0.31,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.31,2.75,5.08
91327,756,0.31,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.92,0.99,0.00,-4.31,2.75,5.08
91421,768,0.31,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.92,0.99,0.00,-4.31,2.75,5.12
91499,780,0.30,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.87,0.99,0.00,-4.31,2.75,5.18
91577,794,0.29,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.89,0.99,0.00,-4.31,2.75,5.23
91655,804,0.30,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.97,0.99,0.00,-4.31,2.75,5.24
91733,812,0.29,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.95,0.99,0.00,-4.31,2.75,5.27
91811,820,0.28,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.33,2.75,5.34
91890,821,0.28,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.89,0.99,0.00,-4.37,2.75,5.38
91968,816,0.29,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.95,0.99,0.00,-4.35,2.75,5.43
92045,814,0.29,18.00,46,5,8,4,45,0.00,0.00,1.0000,4.02,0.99,0.00,-4.33,2.75,5.44
92108,814,0.28,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.87,0.99,0.00,-4.33,2.75,5.46
92205,809,0.29,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.95,0.99,0.00,-4.35,2.75,5.48
92296,809,0.29,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.97,0.99,0.00,-4.35,2.75,5.50
92374,800,0.29,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.92,0.99,0.00,-4.31,2.75,5.51
92436,792,0.30,18.00,46,5,8,4,45,0.00,0.00,1.0000,3.97,0.99,0.00,-4.31,2.75,5.50
92515,787,0.30,18.00,46,5,8,4,45,0.00,0.00,1.0000,4.00,0.99,0.00,-4.29,2.75,5.46
92609,780,0.31,18.00,46,5,8,4,45,0.00,0.00,1.0000,4.05,0.99,0.00,-4.29,2.75,5.45
92687,778,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,4.02,0.99,0.00,-4.29,2.75,5.43
92764,772,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.95,0.99,0.00,-4.29,2.75,5.42
92842,763,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.95,0.99,0.00,-4.29,2.75,5.36
92921,760,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.29,2.75,5.35
93000,759,0.30,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.79,0.99,0.00,-4.29,2.75,5.33
93077,754,0.30,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.29,2.75,5.34
93156,748,0.30,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.29,2.75,5.29
93233,744,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.29,2.75,5.29
93327,740,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.29,2.75,5.28
93405,734,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.29,2.75,5.26
93483,735,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.29,2.75,5.24
93561,734,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.29,2.75,5.23
93639,730,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.77,0.99,0.00,-4.29,2.75,5.19
93717,727,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.29,2.75,5.19
93796,723,0.33,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.97,0.99,0.00,-4.29,2.75,5.17
93874,723,0.33,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.97,0.99,0.00,-4.29,2.75,5.14
93952,729,0.32,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.92,0.99,0.00,-4.29,2.75,5.14
94031,735,0.31,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.84,0.99,0.00,-4.29,2.75,5.14
94108,743,0.30,17.00,46,5,8,4,45,0.00,0.00,1.0000,3.82,0.99,0.00,-4.29,3.53,5.16
94170,752,0.34,17.00,46,5,8,4,45,0.00,0.00,1.0000,4.38,0.99,0.00,-4.29,3.14,5.07
94264,758,0.35,17.00,46,5,8,4,45,0.00,0.00,1.0000,4.46,0.99,0.00,-4.29,3.14,5.00
94358,768,0.33,17.00,46,5,8,4,45,0.00,0.00,1.0000,4.32,0.99,0.00,-4.29,3.53,5.00
94436,775,0.34,17.00,46,5,8,4,45,0.00,0.00,1.0000,4.46,0.99,0.00,-4.29,3.53,4.95
94515,778,0.35,17.00,46,5,8,4,45,0.00,0.00,1.0000,4.60,0.99,0.00,-4.29,3.53,4.88
94576,796,0.35,17.00,48,5,8,4,45,0.00,0.00,1.0000,4.66,0.99,0.00,-4.29,3.53,4.85
94671,811,0.34,17.00,48,5,8,4,45,0.00,0.00,1.0000,4.72,0.99,0.00,-4.29,3.53,4.79
94750,832,0.34,17.00,48,5,8,4,45,0.00,0.00,1.0000,4.66,0.99,0.00,-4.31,3.53,4.78
94810,852,0.32,17.00,48,5,8,4,45,0.00,0.00,1.0000,4.62,0.99,0.00,-4.37,3.53,4.77
94905,876,0.32,17.00,48,5,8,4,45,0.00,0.00,1.0000,4.74,0.99,0.00,-4.43,3.53,4.79
95000,901,0.31,19.00,48,5,8,4,45,0.00,0.00,1.0000,4.68,0.99,0.00,-4.49,5.49,4.83
95077,917,0.52,22.50,48,5,8,4,45,0.00,0.00,1.0000,8.11,0.92,0.00,-4.52,11.37,4.97
95155,976,1.31,23.00,48,5,8,4,45,0.00,0.00,1.0000,21.32,0.56,0.00,-2.73,18.43,4.63
95233,1109,1.95,3.00,48,5,8,4,45,0.00,0.00,1.0000,35.69,0.66,0.00,-0.73,33.73,1.11
95311,1461,1.10,4.50,46,5,8,4,45,0.00,0.00,1.0000,28.53,0.88,0.00,-0.91,26.27,-0.91
95389,1935,0.94,3.50,46,5,8,4,45,0.00,0.00,1.0000,31.50,0.89,0.00,-1.90,22.35,-1.25
95467,2214,0.84,9.00,46,5,8,4,45,0.00,0.00,1.0000,33.02,1.00,0.00,-4.31,20.78,-1.97
95546,2383,0.91,10.00,46,5,8,4,45,0.00,0.00,1.0000,36.53,0.97,0.00,-4.93,20.00,-2.63
95624,2498,0.83,33.00,46,5,8,4,45,0.00,0.00,1.0000,34.82,1.01,0.00,-5.99,19.61,-1.81
95702,2634,0.87,33.50,46,5,8,4,45,0.00,0.00,1.0000,39.38,0.98,0.00,-5.67,20.00,-1.12
95796,2717,0.82,36.50,46,5,8,4,45,0.00,0.00,1.0000,36.76,1.03,0.00,-6.01,17.25,-1.43
95859,2751,0.58,44.50,46,5,8,4,45,0.00,0.00,1.0000,26.03,1.10,0.00,-5.99,14.12,-0.32
95953,2676,0.64,45.00,46,5,8,4,45,0.00,0.00,1.0000,29.93,1.01,0.00,-6.01,16.86,0.24
96030,2516,0.82,38.50,46,5,8,4,45,0.00,0.00,1.0000,34.79,0.92,0.00,-6.03,17.65,-0.28
96108,2409,0.87,33.50,46,5,8,4,45,0.00,0.00,1.0000,34.52,1.00,0.00,-6.15,17.65,-1.47
96186,2330,0.86,32.50,46,5,8,4,45,0.00,0.00,1.0000,33.37,1.00,0.00,-6.15,17.65,-1.64
96264,2406,1.01,32.00,46,5,8,4,45,0.00,0.00,1.0000,39.90,1.00,0.00,-6.13,23.14,-0.01
96343,2544,1.15,25.00,45,5,8,4,45,0.00,0.00,1.0000,50.98,0.88,0.00,-4.29,27.45,1.06
96421,2690,1.15,27.00,45,5,8,4,45,0.00,0.00,1.0000,51.98,0.98,0.00,-0.31,28.63,0.84
96499,2712,1.16,29.00,45,5,8,4,45,0.00,0.00,1.0000,51.65,0.95,0.00,-0.77,27.06,0.04
96577,2742,1.16,34.00,45,5,8,4,45,0.00,0.00,1.0000,52.79,0.95,0.00,-1.51,27.84,1.22
96655,2876,1.21,37.50,45,5,8,4,45,0.00,0.00,1.0000,62.14,0.95,0.00,-0.37,38.04,2.99
96716,3054,1.41,35.00,45,5,8,4,45,0.00,0.00,1.0000,73.00,0.82,0.00,1.64,47.84,1.89
96827,3123,1.49,32.00,45,5,8,4,45,0.00,0.00,1.0000,78.45,0.94,0.00,2.65,47.84,1.50
96905,3202,1.55,30.50,45,5,8,4,45,0.00,0.00,1.0000,84.52,0.92,0.00,2.65,52.55,1.10
96983,3364,1.70,29.50,45,5,8,4,45,0.00,0.00,1.0000,98.32,0.94,0.00,2.78,54.12,0.54
97062,3563,1.83,26.00,45,5,8,4,45,0.00,0.00,1.0000,113.01,0.96,0.00,2.82,55.29,-0.92
97139,3677,2.02,23.00,45,5,8,4,45,0.00,0.00,1.0000,125.65,0.91,0.00,2.82,57.65,-1.53
97218,3815,2.17,19.50,45,5,8,4,45,0.00,0.00,1.0000,145.36,0.95,0.00,3.17,88.63,-1.70
97280,4116,2.29,17.00,45,5,8,4,45,0.00,0.00,1.0000,162.47,0.95,0.00,4.29,100.00,-1.68
97374,4316,2.48,15.50,43,5,8,4,45,0.00,0.00,1.0000,176.02,0.93,0.00,5.55,100.00,-4.27
97452,4458,2.41,16.00,43,5,8,4,45,0.00,0.00,1.0000,183.16,0.93,0.00,4.20,100.00,-5.48
97514,4668,2.40,19.50,43,5,8,4,45,0.00,0.00,1.0000,190.35,0.97,0.00,3.25,72.94,-5.65
97608,4893,2.43,21.00,43,5,8,4,45,0.00,0.00,1.0000,199.12,0.96,0.00,2.84,63.53,-5.66
97686,5116,2.37,22.00,43,5,8,4,45,0.00,0.00,1.0000,203.54,0.94,0.00,2.53,48.63,-6.06
97765,5294,2.27,24.00,43,5,8,4,45,0.00,0.00,1.0000,201.13,0.92,0.00,2.36,47.06,-4.25
97858,5454,2.13,25.00,43,5,8,4,45,0.00,0.00,1.0000,200.73,0.91,0.00,2.03,43.92,-3.91
97936,5641,2.08,27.00,43,5,8,4,45,0.00,0.00,1.0000,196.71,0.89,0.00,1.80,44.31,-3.47
98014,5759,2.08,27.50,43,5,8,4,45,0.00,0.00,1.0000,201.13,0.88,0.00,1.74,45.49,-3.31
98093,5940,1.99,28.50,43,5,8,4,45,0.00,0.00,1.0000,193.49,0.89,0.00,1.20,40.78,-5.05
98155,6055,1.35,33.00,41,5,8,4,45,0.00,0.00,1.0000,120.00,1.04,0.00,-1.24,25.88,-4.85
98249,6014,0.46,43.50,41,5,8,4,45,0.00,0.00,1.0000,36.82,1.78,0.00,-4.97,12.16,0.48
98328,5978,0.12,46.00,41,5,8,4,45,0.00,0.00,1.0000,11.63,1.22,0.00,-5.03,10.59,4.83
98405,5816,0.20,49.50,41,5,8,4,45,0.00,0.00,1.0000,26.37,0.86,0.00,-5.14,20.39,4.06
98483,5735,0.78,49.00,41,5,8,4,45,0.00,0.00,1.0000,84.94,0.73,0.00,-5.20,32.55,3.69
98561,5554,1.37,40.50,41,5,8,4,45,0.00,0.00,1.0000,126.86,0.90,0.00,-1.33,44.31,3.93
98639,4926,2.08,27.50,41,5,8,4,45,0.00,0.00,1.0000,170.53,0.82,21.18,2.01,100.00,7.11
98733,4340,2.53,19.00,41,5,8,4,45,0.00,0.00,1.0000,179.02,0.80,34.90,10.58,100.00,4.15
98811,4003,2.65,16.50,41,5,8,4,45,0.00,0.00,1.0000,181.28,0.76,0.00,12.24,87.84,-5.40
98874,4406,2.68,16.50,41,5,8,4,45,0.00,0.00,1.0000,195.90,0.85,0.00,4.58,100.00,-5.56
98968,4438,2.66,16.00,41,5,8,4,45,0.00,0.00,1.0000,193.09,0.84,0.00,5.01,100.00,-5.13
99045,4408,2.53,17.50,41,5,8,4,45,0.00,0.00,1.0000,190.73,0.82,9.02,5.67,100.00,-2.14
99123,4648,2.49,20.00,41,5,8,4,45,0.00,0.00,1.0000,197.11,0.82,21.57,8.14,100.00,0.56
99202,4661,2.57,20.00,41,5,8,4,45,0.00,0.00,1.0000,198.72,0.80,22.35,10.29,100.00,0.83
99280,4792,2.51,21.50,39,5,8,4,45,0.00,0.00,1.0000,205.15,0.79,27.84,10.42,100.00,1.63
99359,4899,2.62,21.00,39,5,8,4,45,0.00,0.00,1.0000,217.27,0.77,27.06,11.22,100.00,1.02
99436,4968,2.74,20.00,39,5,8,4,45,0.00,0.00,1.0000,225.85,0.76,22.35,10.83,100.00,-0.32
99530,5079,2.71,19.50,39,5,8,4,45,0.00,0.00,1.0000,233.77,0.75,24.31,9.96,100.00,-0.28
99593,5164,2.73,19.50,39,5,8,4,45,0.00,0.00,1.0000,237.89,0.74,22.75,10.35,100.00,-0.73
99686,5269,2.71,19.50,39,5,8,4,45,0.00,0.00,1.0000,240.63,0.80,18.43,10.11,100.00,-1.37
99749,5352,2.71,20.00,39,5,8,4,45,0.00,0.00,1.0000,244.29,0.72,19.22,9.51,100.00,-1.22
99843,5446,2.64,20.00,39,5,8,4,45,0.00,0.00,1.0000,241.09,0.71,18.43,9.63,100.00,-1.20
99921,5579,2.65,20.50,39,5,8,4,45,0.00,0.00,1.0000,244.29,0.70,20.39,9.51,100.00,-0.83
100000,5622,2.61,21.00,39,5,8,4,45,0.00,0.00,1.0000,246.57,0.71,19.22,9.75,100.00,-0.68
100077,5751,2.60,21.50,39,5,8,4,45,0.00,0.00,1.0000,246.57,0.72,16.47,9.57,100.00,-1.00
100155,5808,2.51,22.00,39,5,8,4,45,0.00,0.00,1.0000,246.11,0.72,0.00,9.24,100.00,-6.16
100234,5886,2.40,23.00,39,5,8,4,45,0.00,0.00,1.0000,230.74,0.82,0.00,3.96,36.08,-11.94
100295,5826,1.00,34.00,39,5,8,4,45,0.00,0.00,1.0000,85.78,1.02,0.00,-3.11,21.96,-7.49
100389,5724,0.17,48.00,39,5,8,4,45,0.00,0.00,1.0000,11.50,0.98,0.00,-5.30,10.59,3.80
100468,5582,0.12,45.00,37,5,8,4,45,0.00,0.00,1.0000,11.25,0.98,0.00,-5.38,10.20,4.61
100546,5464,0.15,44.00,37,5,8,4,45,0.00,0.00,1.0000,13.88,0.98,0.00,-5.49,10.59,5.09
100639,5443,0.60,49.50,37,5,8,4,45,0.00,0.00,1.0000,66.44,0.97,20.39,-5.53,33.33,5.88
100718,5121,1.67,38.00,37,5,8,4,45,0.00,0.00,1.0000,139.23,0.90,34.12,9.20,100.00,11.06
100813,4438,2.17,23.50,37,5,8,4,45,0.00,0.00,1.0000,151.23,0.92,35.29,12.22,100.00,8.55
100874,3962,2.18,22.00,37,5,8,4,45,0.00,0.00,1.0000,150.58,0.85,34.90,12.67,100.00,6.84
100951,4393,2.56,19.50,37,5,8,4,45,0.00,0.00,1.0000,188.42,0.84,35.29,12.53,100.00,5.97
101030,4090,2.83,16.00,37,5,8,4,45,0.00,0.00,1.0000,199.12,0.80,34.51,12.68,100.00,1.61
101108,4403,2.95,14.50,37,5,8,4,45,0.00,0.00,1.0000,218.56,0.74,32.55,12.86,100.00,0.31
101186,4254,3.08,13.00,37,5,8,4,45,0.00,0.00,1.0000,215.98,0.81,30.98,12.96,100.00,-0.95
101267,4480,3.03,14.00,37,5,8,4,45,0.00,0.00,1.0000,224.57,0.80,30.20,12.86,100.00,-1.23
101343,4364,2.96,13.50,37,5,8,4,45,0.00,0.00,1.0000,216.41,0.79,29.41,12.92,100.00,-1.16
101421,4519,2.87,14.50,37,5,8,4,45,0.00,0.00,1.0000,219.85,0.78,29.41,12.84,100.00,-0.85
101499,4481,2.91,15.50,37,5,8,4,45,0.00,0.00,1.0000,217.27,0.77,29.41,12.68,100.00,-0.47
101577,4617,2.78,18.00,37,5,8,4,45,0.00,0.00,1.0000,213.84,0.76,29.41,12.78,100.00,-0.30
101671,4634,2.82,17.50,37,5,8,4,45,0.00,0.00,1.0000,218.99,0.73,29.80,12.51,100.00,0.16
101749,4694,2.77,19.00,37,5,8,4,45,0.00,0.00,1.0000,219.42,0.72,29.41,12.47,100.00,0.19
101827,4750,2.82,19.00,37,5,8,4,45,0.00,0.00,1.0000,221.56,0.71,29.80,12.26,100.00,0.34
101905,4774,2.77,20.00,37,5,8,4,45,0.00,0.00,1.0000,219.85,0.70,28.63,12.26,100.00,0.15
101983,4837,2.79,20.00,37,5,8,4,45,0.00,0.00,1.0000,224.14,0.70,22.35,11.97,100.00,-1.10
102062,4874,2.79,20.00,37,5,8,4,45,0.00,0.00,1.0000,224.57,0.70,17.65,10.56,100.00,-1.87
102139,4937,2.76,20.00,37,5,8,4,45,0.00,0.00,1.0000,227.14,0.69,12.55,9.80,100.00,-2.44
102217,4959,2.76,20.50,37,5,8,4,45,0.00,0.00,1.0000,224.57,0.69,7.06,9.11,100.00,-3.05
102279,5024,2.64,21.00,37,5,8,4,45,0.00,0.00,1.0000,221.99,0.70,0.00,8.20,100.00,-4.12
102374,5057,2.63,21.00,36,5,8,4,45,0.00,0.00,1.0000,224.14,0.71,0.00,6.71,100.00,-4.97
102435,5100,2.59,21.50,36,5,8,4,45,0.00,0.00,1.0000,219.42,0.71,0.00,5.30,83.14,-7.54
102530,5150,2.43,23.00,36,5,8,4,45,0.00,0.00,1.0000,203.14,0.83,0.00,2.51,41.57,-7.35
102609,5174,2.03,26.50,36,5,8,4,45,0.00,0.00,1.0000,174.89,0.80,0.00,0.83,38.04,-5.15
102686,5182,1.74,25.50,36,5,8,4,45,0.00,0.00,1.0000,148.62,0.83,0.00,-0.50,34.12,-4.95
102780,5191,1.52,33.00,36,5,8,4,45,0.00,0.00,1.0000,130.15,0.87,0.00,-2.22,32.55,-2.77
102858,5236,1.58,33.00,36,5,8,4,45,0.00,0.00,1.0000,140.49,0.87,0.00,-1.70,34.51,-1.73
102937,5260,1.62,33.00,36,5,8,4,45,0.00,0.00,1.0000,138.02,0.87,0.00,-1.14,33.33,-2.52
103014,5266,1.54,33.50,36,5,8,4,45,0.00,0.00,1.0000,137.11,0.87,0.00,-1.80,33.33,-1.49
103093,5313,1.61,33.50,36,5,8,4,45,0.00,0.00,1.0000,142.75,0.87,0.00,-1.37,34.51,-1.89
103171,5316,1.54,33.50,36,5,8,4,45,0.00,0.00,1.0000,136.51,0.87,0.00,-1.43,33.33,-2.48
103249,5348,1.53,33.50,36,5,8,4,45,0.00,0.00,1.0000,141.14,0.86,0.00,-1.95,34.90,-1.30
103327,5406,1.66,32.00,36,5,8,4,45,0.00,0.00,1.0000,150.58,0.86,0.00,-1.06,34.90,-2.64
103405,5412,1.57,33.50,36,5,8,4,45,0.00,0.00,1.0000,139.23,0.86,0.00,-1.68,33.73,-1.92
103499,5447,1.60,33.50,36,5,8,4,45,0.00,0.00,1.0000,146.01,0.86,0.00,-1.41,35.29,-1.31
103577,5433,1.67,31.50,36,5,8,4,45,0.00,0.00,1.0000,152.54,0.85,0.00,-0.70,35.69,-1.74
103656,5488,1.67,31.00,36,5,8,4,45,0.00,0.00,1.0000,151.89,0.85,0.00,-0.66,36.47,-1.28
103733,5526,1.83,28.50,36,5,8,4,45,0.00,0.00,1.0000,167.37,0.84,0.00,0.12,39.22,-1.58
103795,5514,1.91,26.00,36,5,8,4,45,0.00,0.00,1.0000,180.53,0.82,0.00,0.50,41.18,-1.94
103890,5582,1.99,27.00,36,5,8,4,45,0.00,0.00,1.0000,183.16,0.80,0.00,0.95,40.78,-2.63
103968,5590,1.89,26.50,36,5,8,4,45,0.00,0.00,1.0000,176.02,0.81,0.00,1.12,39.61,-2.76
104046,5591,1.85,27.00,36,5,8,4,45,0.00,0.00,1.0000,173.39,0.82,0.00,0.50,38.82,-3.11
104124,5640,1.71,28.50,36,5,8,4,45,0.00,0.00,1.0000,158.61,0.83,0.00,0.02,36.08,-3.70
104203,5629,1.32,35.50,36,5,8,4,45,0.00,0.00,1.0000,114.41,0.98,0.00,-1.18,26.27,-6.27
104280,5649,0.75,42.50,36,5,8,4,45,0.00,0.00,1.0000,67.60,1.25,0.00,-5.45,20.39,0.87
104341,5645,0.53,47.00,36,5,8,4,45,0.00,0.00,1.0000,46.53,0.96,0.00,-5.45,16.47,2.55
104419,5611,0.20,44.00,36,5,8,4,45,0.00,0.00,1.0000,17.48,0.98,0.00,-5.47,10.59,4.53
104530,5518,0.16,42.00,36,5,8,4,45,0.00,0.00,1.0000,14.89,0.95,0.00,-5.49,10.20,4.81
104608,5381,0.17,40.50,36,5,8,4,45,0.00,0.00,1.0000,15.10,0.95,0.00,-5.55,10.20,5.02
104686,5218,0.18,38.50,36,5,8,4,45,0.00,0.00,1.0000,15.99,0.95,0.00,-5.80,10.20,4.60
104764,5053,0.20,36.50,36,5,8,4,45,0.00,0.00,1.0000,15.92,0.95,0.00,-5.86,9.80,4.60
104843,4870,0.19,34.50,36,5,8,4,45,0.00,0.00,1.0000,15.10,0.95,0.00,-5.90,9.41,4.72
104920,4739,0.19,32.00,36,5,8,4,45,0.00,0.00,1.0000,14.35,0.80,0.00,-5.96,9.41,4.67
105000,4593,0.19,30.00,36,5,8,4,45,0.00,0.00,1.0000,14.28,0.80,0.00,-5.84,9.02,4.86
105078,4448,0.19,28.00,36,5,8,4,45,0.00,0.00,1.0000,13.68,0.80,0.00,-5.72,8.63,5.01
105170,4301,0.19,26.00,36,5,8,4,45,0.00,0.00,1.0000,13.29,0.80,0.00,-5.61,8.63,5.08
105233,4138,0.19,24.00,36,5,8,4,45,0.00,0.00,1.0000,12.31,0.81,0.00,-5.57,8.24,5.08
105327,4026,0.18,24.00,36,5,8,4,45,0.00,0.00,1.0000,12.00,0.81,0.00,-5.47,7.84,5.18
105405,3901,0.17,24.00,36,5,8,4,45,0.00,0.00,1.0000,11.50,0.81,0.00,-5.43,7.84,5.19
105483,3775,0.18,24.00,36,5,8,4,45,0.00,0.00,1.0000,10.94,0.81,0.00,-5.43,7.06,5.22
105561,3647,0.16,24.00,36,5,8,4,45,0.00,0.00,1.0000,9.53,0.82,0.00,-5.43,7.06,5.27
105639,3517,0.16,24.00,36,5,8,4,45,0.00,0.00,1.0000,9.38,0.83,0.00,-5.41,6.67,5.39
105718,3378,0.16,24.00,36,5,8,4,45,0.00,0.00,1.0000,9.23,0.83,0.00,-5.38,6.67,5.46
105796,3273,0.15,24.00,36,5,8,4,45,0.00,0.00,1.0000,8.06,0.83,0.00,-5.32,6.27,5.48
